,index,log-age-yr,Vmag,Kmag,V-F225W,V-F336W,V-F438W,V-F547M,V-F555W,V-F606W,V-F625W,V-F656N,V-F657N,V-F658N,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
3000,140,9.230449,5.8279,1.9285,-4.0409,-1.2266,-0.9596,-0.0235,-0.1167,0.2281,0.4352,0.8115,0.7025,0.7639,1.2975,41.1165,1.8869,1.5389,0.1704,0.1,xmiless
3001,141,9.255273,5.9325,1.7797,-3.7553,-1.2662,-0.9837,-0.0238,-0.1196,0.2375,0.4494,0.8407,0.7271,0.7864,1.394,41.4095,2.1116,1.6892,0.1481,0.1,xmiless
3002,142,9.278753,6.0392,1.8707,-3.4309,-1.2289,-0.9696,-0.0234,-0.1185,0.2356,0.4457,0.8357,0.7226,0.7811,1.4064,41.618,2.2952,1.8569,0.1605,0.1,xmiless
3003,143,9.30103,6.1902,2.0931,-3.132,-1.1592,-0.9308,-0.0223,-0.1143,0.2252,0.4284,0.8075,0.6971,0.7552,1.3574,41.8069,2.5494,2.1268,0.1963,0.1,xmiless
3004,144,9.322219,6.2655,2.3836,-3.4001,-1.1891,-0.938,-0.0226,-0.1141,0.2218,0.4243,0.7973,0.6873,0.7468,1.2973,41.6484,2.7392,2.2721,0.2557,0.1,xmiless
3005,145,9.342422,6.3132,2.4161,-3.4067,-1.2121,-0.9489,-0.023,-0.1149,0.2243,0.4283,0.805,0.6933,0.7528,1.3078,41.6371,2.8779,2.3667,0.2626,0.1,xmiless
3006,146,9.361728,6.3593,2.4508,-3.4108,-1.238,-0.9579,-0.0232,-0.1152,0.226,0.4314,0.8113,0.6978,0.7571,1.3156,41.6256,3.0157,2.462,0.2703,0.1,xmiless
3007,147,9.380211,6.4016,2.4848,-3.4112,-1.2589,-0.9654,-0.0234,-0.1156,0.2277,0.4341,0.8166,0.7018,0.7611,1.3221,41.6137,3.1449,2.5524,0.2781,0.1,xmiless
3008,148,9.39794,6.4445,2.5203,-3.414,-1.2817,-0.9722,-0.0237,-0.1158,0.2293,0.4367,0.8215,0.7055,0.7647,1.3283,41.6015,3.2804,2.6479,0.2866,0.1,xmiless
3009,149,9.414973,6.4861,2.5607,-3.4183,-1.3028,-0.9769,-0.0239,-0.1158,0.2301,0.4381,0.8247,0.7077,0.7667,1.3309,41.5891,3.4126,2.7441,0.2966,0.1,xmiless
3010,150,9.439333,6.5444,2.6388,-3.4503,-1.3371,-0.9873,-0.0242,-0.1164,0.2324,0.4418,0.8317,0.7132,0.7721,1.3383,41.563,3.617,2.8845,0.3176,0.1,xmiless
3011,151,9.477121,6.6311,2.7518,-3.4658,-1.3868,-1.0043,-0.0245,-0.1179,0.2364,0.4483,0.8443,0.7237,0.7826,1.3581,41.5417,3.9477,3.1057,0.3503,0.1,xmiless
3012,152,9.511884,6.7112,2.8563,-3.4781,-1.4229,-1.0174,-0.0248,-0.1191,0.2397,0.4537,0.8542,0.7322,0.791,1.3741,41.5194,4.2706,3.325,0.3835,0.1,xmiless
3013,153,9.544068,6.7869,2.9542,-3.4867,-1.4548,-1.0282,-0.025,-0.1199,0.2425,0.4583,0.8626,0.739,0.7976,1.3856,41.496,4.5948,3.5468,0.4176,0.1,xmiless
3014,154,9.574031,6.8453,3.0164,-3.5053,-1.5022,-1.0445,-0.0253,-0.1211,0.2452,0.4632,0.8696,0.7445,0.8032,1.3863,41.4729,4.8875,3.7251,0.4401,0.1,xmiless
3015,155,9.60206,6.8957,3.0624,-3.5118,-1.5509,-1.0604,-0.0257,-0.1221,0.2476,0.4677,0.876,0.7494,0.8084,1.386,41.4593,5.1695,3.8914,0.4579,0.1,xmiless
3016,156,9.628389,6.9432,3.1088,-3.5173,-1.5918,-1.0741,-0.0261,-0.1229,0.2496,0.4716,0.8813,0.7534,0.8126,1.3841,41.4451,5.4446,4.0549,0.4767,0.1,xmiless
3017,157,9.653213,6.987,3.1549,-3.5246,-1.626,-1.0858,-0.0264,-0.1235,0.2511,0.4747,0.8855,0.7566,0.816,1.3807,41.4303,5.7077,4.2116,0.4961,0.1,xmiless
3018,158,9.676694,7.0284,3.2014,-3.5355,-1.6576,-1.0972,-0.0267,-0.1241,0.2525,0.4776,0.8893,0.7595,0.819,1.3762,41.4148,5.9701,4.3652,0.5167,0.1,xmiless
3019,159,9.69897,7.0455,3.2459,-3.2789,-1.6427,-1.0899,-0.0267,-0.1233,0.2511,0.4756,0.885,0.7556,0.8155,1.3591,41.3938,6.0161,4.4249,0.5371,0.1,xmiless
3020,160,9.72016,6.9892,3.2804,-2.2775,-1.4122,-1.0029,-0.0255,-0.1165,0.2385,0.4541,0.8491,0.7252,0.7856,1.3013,41.3835,5.3148,4.1926,0.5533,0.1,xmiless
3021,161,9.740363,6.953,3.3187,-1.8367,-1.2564,-0.9408,-0.0247,-0.1112,0.2292,0.4378,0.8218,0.702,0.7628,1.2556,41.3729,4.8776,4.0468,0.572,0.1,xmiless
3022,162,9.759667,6.9334,3.36,-1.5603,-1.1407,-0.8942,-0.024,-0.1072,0.222,0.4252,0.8005,0.6841,0.745,1.2193,41.3621,4.6028,3.967,0.593,0.1,xmiless
3023,163,9.778152,6.9278,3.4034,-1.3597,-1.0477,-0.858,-0.0235,-0.1039,0.2163,0.4153,0.7837,0.6698,0.731,1.1906,41.3511,4.4365,3.9392,0.6161,0.1,xmiless
3024,164,9.79588,6.9345,3.4484,-1.2008,-0.9696,-0.8294,-0.0231,-0.1014,0.212,0.4076,0.7707,0.6588,0.72,1.1683,41.3397,4.352,3.9567,0.6411,0.1,xmiless
3025,165,9.812913,6.9534,3.4949,-1.0663,-0.9037,-0.8069,-0.0228,-0.0993,0.2089,0.4022,0.7617,0.6511,0.7122,1.1523,41.3281,4.3394,4.0195,0.668,0.1,xmiless
3026,166,9.829304,6.9845,3.5427,-0.946,-0.845,-0.7894,-0.0226,-0.0977,0.207,0.3986,0.7561,0.6461,0.7072,1.1419,41.3162,4.3931,4.1293,0.6969,0.1,xmiless
3027,167,9.845098,7.0282,3.5916,-0.8333,-0.7907,-0.776,-0.0226,-0.0965,0.2062,0.3971,0.754,0.644,0.705,1.1376,41.304,4.5154,4.2922,0.7278,0.1,xmiless
3028,168,9.860338,7.0854,3.6535,-0.755,-0.7557,-0.7713,-0.0226,-0.0962,0.2069,0.398,0.7563,0.6456,0.7065,1.1376,41.2803,4.733,4.5177,0.7694,0.1,xmiless
3029,169,9.875061,7.1033,3.6761,-0.7178,-0.7351,-0.7643,-0.0225,-0.0956,0.2062,0.3968,0.7545,0.644,0.7049,1.1343,41.2734,4.7758,4.5857,0.7844,0.1,xmiless
3030,170,9.889301,7.122,3.6986,-0.6845,-0.7169,-0.7582,-0.0225,-0.0951,0.2057,0.3957,0.7531,0.6427,0.7038,1.1317,41.2663,4.8273,4.6589,0.7997,0.1,xmiless
3031,171,9.90309,7.1419,3.7211,-0.6542,-0.7007,-0.7531,-0.0224,-0.0947,0.2053,0.3949,0.752,0.6418,0.7029,1.1297,41.2592,4.8884,4.7387,0.8153,0.1,xmiless
3032,172,9.916454,7.1633,3.7437,-0.6266,-0.6865,-0.7486,-0.0224,-0.0944,0.205,0.3943,0.7511,0.6412,0.7023,1.1281,41.252,4.9597,4.8262,0.8314,0.1,xmiless
3033,173,9.929419,7.1856,3.7667,-0.6015,-0.6738,-0.7448,-0.0223,-0.0942,0.2047,0.3938,0.7505,0.6406,0.7018,1.1268,41.2447,5.0397,4.9203,0.848,0.1,xmiless
3034,174,9.942008,7.209,3.7901,-0.5789,-0.6624,-0.7413,-0.0223,-0.0939,0.2045,0.3933,0.7499,0.64,0.7012,1.1255,41.2373,5.1278,5.021,0.8655,0.1,xmiless
3035,175,9.954243,7.2337,3.8143,-0.5582,-0.6523,-0.7384,-0.0222,-0.0937,0.2042,0.3929,0.7493,0.6394,0.7006,1.1241,41.2297,5.2262,5.1301,0.8838,0.1,xmiless
3036,176,9.966142,7.2594,3.8388,-0.5396,-0.6439,-0.7361,-0.0222,-0.0935,0.204,0.3925,0.749,0.6389,0.7,1.1229,41.2221,5.3342,5.2465,0.9029,0.1,xmiless
3037,177,9.977724,7.2861,3.8635,-0.5229,-0.6367,-0.7343,-0.0221,-0.0934,0.2039,0.3923,0.7488,0.6386,0.6996,1.1218,41.2144,5.4529,5.3712,0.9226,0.1,xmiless
3038,178,9.989004,7.3141,3.8885,-0.508,-0.6307,-0.7331,-0.0221,-0.0933,0.2038,0.3922,0.7489,0.6385,0.6993,1.1212,41.2065,5.5833,5.5049,0.943,0.1,xmiless
3039,179,10.0,7.3431,3.9135,-0.4949,-0.6263,-0.7326,-0.0221,-0.0932,0.2039,0.3923,0.7494,0.6386,0.6993,1.1211,41.1985,5.726,5.648,0.9639,0.1,xmiless
3040,180,10.010724,7.3736,3.9387,-0.4834,-0.6234,-0.7328,-0.0221,-0.0932,0.2041,0.3926,0.7503,0.6391,0.6996,1.1215,41.1904,5.8833,5.8022,0.9855,0.1,xmiless
3041,181,10.02119,7.4057,3.9639,-0.4731,-0.6218,-0.7337,-0.0221,-0.0932,0.2044,0.3932,0.7516,0.64,0.7004,1.1228,41.1822,6.0586,5.97,1.0075,0.1,xmiless
3042,182,10.031408,7.4391,3.989,-0.4644,-0.622,-0.7357,-0.0221,-0.0934,0.205,0.3942,0.7535,0.6414,0.7017,1.1249,41.1739,6.2522,6.1504,1.03,0.1,xmiless
3043,183,10.041392,7.4732,4.0064,-0.4582,-0.6246,-0.7393,-0.0221,-0.0938,0.2059,0.3958,0.7564,0.6437,0.7038,1.1294,41.1654,6.4643,6.3401,1.0456,0.1,xmiless
3044,184,10.051152,7.5016,4.0195,-0.4148,-0.6032,-0.735,-0.0221,-0.0934,0.2055,0.3951,0.7555,0.6428,0.7028,1.1302,41.1636,6.6053,6.502,1.0573,0.1,xmiless
3045,185,10.060698,7.5312,4.0334,-0.3699,-0.5809,-0.7311,-0.022,-0.093,0.2052,0.3945,0.755,0.6421,0.702,1.1314,41.1606,6.7596,6.6763,1.0701,0.1,xmiless
3046,186,10.070038,7.5613,4.0479,-0.3273,-0.5594,-0.7275,-0.022,-0.0927,0.2051,0.3942,0.7547,0.6417,0.7014,1.133,41.1572,6.9223,6.8581,1.0835,0.1,xmiless
3047,187,10.079182,7.5917,4.0629,-0.287,-0.539,-0.7243,-0.022,-0.0925,0.205,0.3939,0.7546,0.6416,0.7012,1.1351,41.1534,7.0936,7.047,1.0977,0.1,xmiless
3048,188,10.088136,7.6226,4.0785,-0.2485,-0.5198,-0.7217,-0.0219,-0.0924,0.2051,0.3939,0.7549,0.6417,0.7013,1.1375,41.1492,7.2753,7.2444,1.1127,0.1,xmiless
3049,189,10.09691,7.6541,4.0949,-0.2118,-0.5015,-0.7193,-0.0219,-0.0922,0.2052,0.394,0.7553,0.642,0.7015,1.1402,41.1447,7.4678,7.4513,1.1287,0.1,xmiless
3050,190,10.10551,7.686,4.1123,-0.1768,-0.484,-0.7172,-0.0219,-0.0921,0.2053,0.3941,0.756,0.6424,0.7019,1.1429,41.1398,7.6705,7.6677,1.146,0.1,xmiless
3051,191,10.113943,7.7187,4.1305,-0.143,-0.4671,-0.7153,-0.0219,-0.0921,0.2055,0.3944,0.7567,0.643,0.7024,1.146,41.1344,7.8856,7.8962,1.1644,0.1,xmiless
3052,192,10.122216,7.7522,4.1495,-0.1105,-0.4509,-0.7136,-0.0219,-0.092,0.2058,0.3948,0.7577,0.6437,0.7031,1.1494,41.1288,8.1138,8.137,1.1841,0.1,xmiless
3053,193,10.130334,7.7861,4.1695,-0.0794,-0.4356,-0.7122,-0.0219,-0.0919,0.2061,0.3952,0.7587,0.6445,0.7037,1.1529,41.1227,8.3549,8.3893,1.2052,0.1,xmiless
3054,194,10.138303,7.8207,4.1902,-0.0495,-0.4211,-0.7111,-0.0219,-0.0919,0.2065,0.3957,0.7599,0.6454,0.7047,1.1568,41.1162,8.6103,8.6541,1.2276,0.1,xmiless
3055,195,10.146128,7.8453,4.1981,-0.0176,-0.4038,-0.708,-0.0219,-0.0917,0.2066,0.3959,0.7605,0.6459,0.7051,1.1607,41.1162,8.7781,8.8461,1.2357,0.1,xmiless
3056,196,10.153815,7.8639,4.2109,-0.0093,-0.3981,-0.7062,-0.0219,-0.0915,0.2066,0.3958,0.7604,0.646,0.7053,1.1624,41.112,8.9098,8.993,1.2494,0.1,xmiless
3057,197,10.161368,7.8825,4.2238,-0.0012,-0.3925,-0.7043,-0.0219,-0.0914,0.2066,0.3958,0.7603,0.646,0.7054,1.1639,41.1077,9.0425,9.1416,1.2635,0.1,xmiless
3058,198,10.168792,7.9009,4.2368,0.0066,-0.387,-0.7024,-0.0218,-0.0913,0.2066,0.3957,0.7601,0.646,0.7054,1.1654,41.1034,9.1762,9.2916,1.2777,0.1,xmiless
3059,199,10.176091,7.9193,4.2497,0.0144,-0.3815,-0.7004,-0.0218,-0.0912,0.2066,0.3955,0.7599,0.646,0.7054,1.1668,41.0991,9.3111,9.444,1.2922,0.1,xmiless
3060,200,10.18327,7.9376,4.2627,0.0219,-0.3761,-0.6984,-0.0218,-0.091,0.2065,0.3953,0.7596,0.6458,0.7053,1.1681,41.0947,9.447,9.598,1.3069,0.1,xmiless
3061,201,10.190331,7.9557,4.2757,0.0293,-0.3709,-0.6964,-0.0217,-0.0909,0.2064,0.3951,0.7593,0.6456,0.7052,1.1693,41.0903,9.5842,9.7537,1.3218,0.1,xmiless
3062,202,10.197281,7.9738,4.2888,0.0364,-0.366,-0.6945,-0.0217,-0.0907,0.2063,0.3949,0.759,0.6454,0.705,1.1704,41.0858,9.7227,9.9111,1.3369,0.1,xmiless
3063,203,10.20412,7.9918,4.3018,0.0433,-0.3611,-0.6925,-0.0217,-0.0905,0.2061,0.3946,0.7586,0.6452,0.7048,1.1714,41.0813,9.8621,10.0701,1.3522,0.1,xmiless
3064,204,10.210854,8.0097,4.3149,0.0502,-0.3564,-0.6905,-0.0216,-0.0904,0.206,0.3943,0.7583,0.645,0.7046,1.1724,41.0768,10.0038,10.2316,1.3678,0.1,xmiless
3065,205,10.217484,8.0276,4.3279,0.0568,-0.3517,-0.6886,-0.0216,-0.0903,0.2059,0.3941,0.758,0.6448,0.7045,1.1734,41.0722,10.1471,10.395,1.3834,0.1,xmiless
3066,206,10.224015,8.0455,4.3409,0.0633,-0.347,-0.6867,-0.0216,-0.0901,0.2058,0.3938,0.7578,0.6446,0.7043,1.1745,41.0676,10.2926,10.5609,1.3992,0.1,xmiless
3067,207,10.230449,8.0633,4.3538,0.0697,-0.3425,-0.6848,-0.0215,-0.09,0.2057,0.3936,0.7576,0.6445,0.7042,1.1756,41.0629,10.4402,10.7295,1.4151,0.1,xmiless
3068,208,10.236789,8.0811,4.3668,0.076,-0.3381,-0.6829,-0.0215,-0.0898,0.2056,0.3934,0.7573,0.6443,0.704,1.1767,41.0582,10.5897,10.9004,1.4313,0.1,xmiless
3069,209,10.243038,8.099,4.3798,0.0822,-0.3336,-0.681,-0.0215,-0.0897,0.2055,0.3931,0.757,0.6441,0.7039,1.1777,41.0534,10.7421,11.075,1.4477,0.1,xmiless
3070,210,10.249198,8.118,4.4064,0.0895,-0.3282,-0.6785,-0.0214,-0.0895,0.2052,0.3925,0.756,0.6433,0.7031,1.1761,41.0486,10.9026,11.2644,1.4827,0.1,xmiless
3071,211,10.255273,8.1404,4.418,0.0953,-0.3265,-0.6801,-0.0215,-0.0897,0.2058,0.3935,0.7581,0.6449,0.7047,1.1796,41.0406,11.1386,11.4926,1.4979,0.1,xmiless
3072,212,10.261263,8.1501,4.4262,0.1259,-0.306,-0.6741,-0.0214,-0.0891,0.2051,0.3921,0.7563,0.6433,0.7031,1.1779,41.048,11.1743,11.5893,1.5084,0.1,xmiless
3073,213,10.267172,8.16,4.4345,0.1548,-0.2865,-0.6683,-0.0213,-0.0886,0.2044,0.3908,0.7547,0.6417,0.7015,1.1764,41.055,11.2143,11.6889,1.519,0.1,xmiless
3074,214,10.273002,8.1701,4.4428,0.1821,-0.2679,-0.6627,-0.0212,-0.0881,0.2038,0.3895,0.753,0.6402,0.7,1.1749,41.0615,11.2591,11.7922,1.5299,0.1,xmiless
3075,215,10.278753,8.1805,4.4511,0.208,-0.2502,-0.6573,-0.0212,-0.0876,0.2031,0.3883,0.7514,0.6387,0.6986,1.1736,41.0675,11.3081,11.8985,1.5409,0.1,xmiless
3076,216,10.284431,8.1911,4.4596,0.2326,-0.2334,-0.6521,-0.0211,-0.0872,0.2025,0.3871,0.7499,0.6373,0.6971,1.1723,41.0732,11.362,12.0088,1.5521,0.1,xmiless
3077,217,10.290034,8.2018,4.4681,0.2559,-0.2173,-0.6471,-0.021,-0.0867,0.2019,0.3859,0.7484,0.6359,0.6958,1.1712,41.0784,11.4201,12.1223,1.5634,0.1,xmiless
3078,218,10.295568,8.2129,4.4767,0.2781,-0.202,-0.6422,-0.0209,-0.0863,0.2014,0.3848,0.747,0.6346,0.6945,1.1701,41.0833,11.4832,12.2401,1.575,0.1,xmiless
3079,219,10.30103,8.2241,4.4853,0.2991,-0.1874,-0.6376,-0.0209,-0.0859,0.2008,0.3837,0.7456,0.6333,0.6932,1.1692,41.0879,11.5506,12.3612,1.5868,0.1,xmiless
3080,0,5.0,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3081,1,5.149989,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3082,2,5.200002,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3083,3,5.250005,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3084,4,5.300008,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3085,5,5.349996,1.7287,2.4641,3.1152,2.0112,0.2982,0.0004,0.05,-0.0225,-0.081,0.1125,-0.0265,0.041,-0.2561,46.6953,0.0244,0.0591,0.4673,0.0001,stelib
3086,6,5.400002,1.728,2.4632,3.1145,2.0109,0.2981,0.0004,0.05,-0.0224,-0.0809,0.1126,-0.0264,0.0411,-0.256,46.6911,0.0243,0.059,0.467,0.0001,stelib
3087,7,5.450003,1.725,2.4608,3.1146,2.011,0.298,0.0004,0.05,-0.0224,-0.081,0.1128,-0.0265,0.041,-0.2562,46.6934,0.0243,0.0589,0.4659,0.0001,stelib
3088,8,5.500003,1.721,2.4576,3.1147,2.0112,0.2979,0.0003,0.05,-0.0225,-0.081,0.113,-0.0265,0.0409,-0.2564,46.6966,0.0242,0.0587,0.4645,0.0001,stelib
3089,9,5.550008,1.7165,2.454,3.1149,2.0114,0.2978,0.0003,0.05,-0.0225,-0.0811,0.1132,-0.0266,0.0408,-0.2566,46.7005,0.0241,0.0584,0.463,0.0001,stelib
3090,10,5.600003,1.7233,2.4586,3.1141,2.0103,0.2976,0.0003,0.0499,-0.0224,-0.0808,0.1131,-0.0263,0.0412,-0.2559,46.6954,0.0242,0.0588,0.465,0.0001,stelib
3091,11,5.650006,1.7244,2.4591,3.1134,2.0098,0.2975,0.0004,0.0499,-0.0224,-0.0808,0.1131,-0.0262,0.0413,-0.2557,46.6927,0.0243,0.0588,0.4652,0.0001,stelib
3092,12,5.700002,1.7208,2.4556,3.1135,2.0093,0.2971,0.0003,0.0498,-0.0223,-0.0807,0.1135,-0.026,0.0414,-0.2555,46.699,0.0242,0.0587,0.4637,0.0001,stelib
3093,13,5.749999,1.7165,2.4515,3.1138,2.0088,0.2968,0.0003,0.0498,-0.0223,-0.0806,0.1139,-0.0259,0.0415,-0.2555,46.7081,0.0241,0.0584,0.462,0.0001,stelib
3094,14,5.800002,1.7121,2.4471,3.1139,2.008,0.2963,0.0003,0.0497,-0.0223,-0.0806,0.1144,-0.0257,0.0416,-0.2553,46.7167,0.024,0.0582,0.4601,0.0001,stelib
3095,15,5.850003,1.7075,2.4424,3.1012,1.9948,0.2881,0.0,0.0488,-0.0217,-0.0799,0.1224,-0.0237,0.0422,-0.2535,46.738,0.0241,0.0579,0.4581,0.0001,stelib
3096,16,5.900001,1.6996,2.4325,3.1101,2.0008,0.2923,0.0002,0.0492,-0.0219,-0.0798,0.1182,-0.0242,0.0426,-0.2535,46.746,0.0238,0.0575,0.4539,0.0001,stelib
3097,17,5.950005,1.6994,2.4254,3.1283,2.0133,0.3017,0.0007,0.0499,-0.0223,-0.0795,0.1083,-0.0253,0.0437,-0.2528,46.7421,0.0236,0.0575,0.451,0.0001,stelib
3098,18,6.0,1.6723,2.4064,3.1161,2.005,0.2947,0.0003,0.0494,-0.0221,-0.0799,0.1164,-0.0245,0.0427,-0.2539,46.7549,0.0232,0.0561,0.4431,0.0001,stelib
3099,19,6.019988,1.6606,2.3992,3.108,1.9998,0.2904,0.0001,0.0491,-0.0219,-0.0801,0.1212,-0.0241,0.042,-0.2545,46.7571,0.023,0.0555,0.4402,0.0001,stelib
3100,20,6.040009,1.6538,2.3926,3.111,2.0019,0.2917,0.0002,0.0492,-0.022,-0.0802,0.12,-0.0244,0.0421,-0.2548,46.7613,0.0228,0.0551,0.4375,0.0001,stelib
3101,21,6.060018,1.6492,2.3875,3.1144,2.0044,0.2934,0.0003,0.0493,-0.0221,-0.0802,0.1184,-0.0246,0.0422,-0.2548,46.7627,0.0227,0.0549,0.4355,0.0001,stelib
3102,22,6.080013,1.6472,2.3842,3.1184,2.0073,0.2955,0.0004,0.0495,-0.0222,-0.0801,0.1163,-0.0248,0.0424,-0.2547,46.761,0.0226,0.0548,0.4341,0.0001,stelib
3103,23,6.099991,1.6468,2.3811,3.124,2.011,0.2985,0.0005,0.0497,-0.0223,-0.0799,0.1131,-0.0251,0.0429,-0.2543,46.7561,0.0226,0.0548,0.4329,0.0001,stelib
3104,24,6.120014,1.6226,2.3646,3.1112,2.0026,0.2914,0.0002,0.0492,-0.022,-0.0803,0.121,-0.0244,0.0419,-0.2554,46.7643,0.0222,0.0536,0.4264,0.0001,stelib
3105,25,6.140005,1.6061,2.3503,3.111,2.0027,0.2909,0.0002,0.0492,-0.0221,-0.0804,0.1219,-0.0244,0.0416,-0.2559,46.7724,0.0219,0.0528,0.4208,0.0001,stelib
3106,26,6.159988,1.5955,2.3398,3.1147,2.0053,0.2926,0.0002,0.0493,-0.0221,-0.0805,0.1204,-0.0246,0.0418,-0.256,46.7766,0.0216,0.0523,0.4167,0.0001,stelib
3107,27,6.180011,1.5866,2.3303,3.1184,2.008,0.2944,0.0003,0.0494,-0.0222,-0.0804,0.1187,-0.0248,0.042,-0.256,46.7768,0.0214,0.0518,0.4131,0.0001,stelib
3108,28,6.200002,1.5781,2.3217,3.12,2.0093,0.2953,0.0004,0.0495,-0.0223,-0.0804,0.1179,-0.0249,0.0421,-0.256,46.7727,0.0212,0.0514,0.4098,0.0001,stelib
3109,29,6.220004,1.556,2.3041,3.1141,2.0057,0.292,0.0002,0.0493,-0.0222,-0.0806,0.1219,-0.0246,0.0416,-0.2567,46.7791,0.0209,0.0504,0.4033,0.0001,stelib
3110,30,6.24,1.5442,2.2913,3.1176,2.0073,0.2933,0.0003,0.0493,-0.0222,-0.0804,0.1207,-0.0246,0.0419,-0.2564,46.7872,0.0206,0.0498,0.3985,0.0001,stelib
3111,31,6.26,1.5304,2.2764,3.1221,2.0098,0.2951,0.0004,0.0494,-0.0222,-0.0803,0.1189,-0.0246,0.0424,-0.2561,46.7925,0.0203,0.0492,0.3931,0.0001,stelib
3112,32,6.280009,1.5134,2.2591,3.1243,2.0107,0.2958,0.0004,0.0494,-0.0222,-0.0801,0.1184,-0.0245,0.0427,-0.2558,46.7951,0.02,0.0484,0.3869,0.0001,stelib
3113,33,6.300008,1.4877,2.2342,3.1272,2.0123,0.2966,0.0005,0.0495,-0.0223,-0.0801,0.118,-0.0245,0.0429,-0.2559,46.8046,0.0195,0.0473,0.3781,0.0001,stelib
3114,34,6.320001,1.4673,2.212,3.1339,2.0166,0.2997,0.0007,0.0496,-0.0224,-0.0799,0.115,-0.0246,0.0435,-0.2556,46.8052,0.0191,0.0464,0.3704,0.0001,stelib
3115,35,6.340008,1.4445,2.1858,3.1448,2.0238,0.305,0.0009,0.05,-0.0226,-0.0796,0.1098,-0.025,0.0444,-0.2551,46.8046,0.0186,0.0455,0.3616,0.0001,stelib
3116,36,6.360006,1.4124,2.1494,3.1595,2.034,0.3123,0.0013,0.0505,-0.0228,-0.0793,0.1025,-0.0257,0.0455,-0.2546,46.807,0.018,0.0441,0.3497,0.0001,stelib
3117,37,6.379994,1.3792,2.1082,3.1808,2.0489,0.3233,0.0018,0.0513,-0.0233,-0.0789,0.0911,-0.0267,0.0471,-0.2537,46.8026,0.0173,0.0428,0.3366,0.0001,stelib
3118,38,6.400002,1.3337,2.058,3.1972,2.0609,0.3316,0.0022,0.0519,-0.0236,-0.0787,0.0827,-0.0276,0.0482,-0.2534,46.7994,0.0165,0.0409,0.3205,0.0001,stelib
3119,39,6.420005,1.2812,2.0024,3.211,2.0713,0.3386,0.0026,0.0525,-0.0239,-0.0785,0.0759,-0.0283,0.049,-0.2534,46.7944,0.0155,0.0389,0.3035,0.0001,stelib
3120,40,6.439995,1.2186,1.933,3.2287,2.0845,0.3471,0.003,0.053,-0.0242,-0.0779,0.0674,-0.0288,0.0507,-0.2524,46.7832,0.0145,0.0366,0.2839,0.0001,stelib
3121,41,6.459995,1.1075,1.8176,3.2434,2.0969,0.3532,0.0032,0.0533,-0.0241,-0.0769,0.0624,-0.0283,0.0526,-0.2505,46.755,0.013,0.0329,0.2545,0.0001,stelib
3122,42,6.480007,0.3815,0.7072,2.6631,1.6131,0.2162,-0.0004,0.0305,-0.0002,-0.0227,0.0993,0.0464,0.1251,-0.0761,46.7159,0.0075,0.0168,0.0912,0.0001,stelib
3123,43,6.500003,-0.8112,-1.7282,1.4437,0.5711,-0.2569,-0.0062,-0.0486,0.0763,0.1621,0.397,0.3018,0.3809,0.4357,46.674,0.0038,0.0056,0.0097,0.0001,stelib
3124,44,6.519999,-0.9353,-1.9217,1.2762,0.4384,-0.3048,-0.0066,-0.0552,0.0819,0.1752,0.4175,0.3191,0.3984,0.4677,46.631,0.0035,0.005,0.0081,0.0001,stelib
