,index,log-age-yr,Vmag,Kmag,V-F225W,V-F336W,V-F438W,V-F547M,V-F555W,V-F606W,V-F625W,V-F656N,V-F657N,V-F658N,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
354,134,9.006552,4.2703,2.0007,-0.5316,-0.1176,-0.4009,-0.0132,-0.0706,0.1291,0.2591,0.536,0.4284,0.4596,0.6531,41.2648,0.3083,0.403,0.2002,0.0004,BaSeL
355,135,9.056561,4.2305,2.0323,-0.7044,-0.1781,-0.4464,-0.0136,-0.0761,0.1354,0.2714,0.5644,0.4489,0.4821,0.6831,41.24,0.3063,0.3856,0.2046,0.0004,BaSeL
356,136,9.106565,4.4963,2.3775,-0.653,-0.2053,-0.4604,-0.0142,-0.0786,0.1397,0.2804,0.5722,0.4594,0.4915,0.6947,41.7937,0.3932,0.4889,0.2791,0.0004,BaSeL
357,137,9.156549,4.6039,2.5145,-0.7055,-0.2387,-0.4829,-0.0147,-0.0817,0.1446,0.2899,0.5867,0.4727,0.5051,0.7153,41.7698,0.4387,0.5353,0.3139,0.0004,BaSeL
358,138,9.206556,4.6851,2.6678,-0.7675,-0.2576,-0.4979,-0.0149,-0.0836,0.1466,0.2939,0.5934,0.4786,0.5112,0.7224,41.7034,0.4746,0.5721,0.3585,0.0004,BaSeL
359,139,9.225309,4.6985,2.69,-0.8117,-0.2717,-0.5085,-0.015,-0.0847,0.148,0.2965,0.5993,0.4829,0.5159,0.7285,41.6928,0.4831,0.5774,0.3648,0.0004,BaSeL
360,140,9.230449,4.6925,2.6826,-0.8336,-0.2825,-0.5153,-0.0151,-0.0854,0.1491,0.2984,0.6037,0.4863,0.5196,0.7337,41.6897,0.4827,0.5737,0.362,0.0004,BaSeL
361,141,9.255273,4.7122,2.719,-0.8926,-0.2988,-0.5279,-0.0153,-0.0867,0.1505,0.3011,0.6102,0.491,0.5248,0.7398,41.6741,0.4945,0.5817,0.3728,0.0004,BaSeL
362,142,9.278753,4.751,2.7258,-0.9414,-0.318,-0.5426,-0.0155,-0.0882,0.153,0.3055,0.6192,0.4982,0.5326,0.7519,41.6902,0.5166,0.6004,0.3736,0.0004,BaSeL
363,143,9.30103,4.7975,2.7653,-0.9619,-0.3296,-0.5504,-0.0157,-0.089,0.1545,0.3082,0.6242,0.5025,0.5371,0.7588,41.6788,0.5407,0.6244,0.386,0.0004,BaSeL
364,144,9.322219,4.8703,2.8384,-0.9535,-0.3237,-0.5483,-0.0157,-0.0888,0.1543,0.3079,0.6222,0.5015,0.5359,0.7575,41.6669,0.5751,0.6652,0.4114,0.0004,BaSeL
365,145,9.342422,4.9382,2.9378,-0.9521,-0.3232,-0.5488,-0.0157,-0.0889,0.1543,0.3081,0.6213,0.5013,0.5355,0.7564,41.6082,0.6103,0.7057,0.4492,0.0004,BaSeL
366,146,9.361728,4.974,2.9622,-0.9758,-0.3302,-0.5544,-0.0158,-0.0894,0.1552,0.3095,0.6242,0.5037,0.5381,0.7601,41.5955,0.6321,0.7275,0.4583,0.0004,BaSeL
367,147,9.380211,5.0096,2.9869,-0.9986,-0.3369,-0.5597,-0.0159,-0.0899,0.1559,0.3108,0.627,0.506,0.5405,0.7636,41.5835,0.6544,0.75,0.4677,0.0004,BaSeL
368,148,9.39794,5.0454,3.012,-1.0193,-0.3428,-0.5646,-0.016,-0.0903,0.1566,0.312,0.6295,0.508,0.5427,0.7667,41.5715,0.6774,0.7732,0.4775,0.0004,BaSeL
369,149,9.414973,5.0817,3.0386,-1.0367,-0.3474,-0.5686,-0.016,-0.0906,0.1572,0.3129,0.6315,0.5097,0.5445,0.7692,41.5595,0.7012,0.7978,0.4883,0.0004,BaSeL
370,150,9.439333,5.1496,3.0939,-1.05,-0.3469,-0.5706,-0.0161,-0.0907,0.1573,0.3132,0.6317,0.5101,0.5449,0.7698,41.5416,0.7452,0.8465,0.5121,0.0004,BaSeL
371,151,9.477121,5.2126,3.1749,-1.1096,-0.3587,-0.5813,-0.0162,-0.0915,0.1584,0.315,0.6368,0.5138,0.5491,0.7743,41.4948,0.7925,0.8926,0.549,0.0004,BaSeL
372,152,9.511884,5.2698,3.2309,-1.167,-0.3708,-0.5928,-0.0164,-0.0924,0.1598,0.3174,0.643,0.5184,0.5542,0.7805,41.474,0.8391,0.9365,0.5754,0.0004,BaSeL
373,153,9.544068,5.3343,3.2981,-1.2074,-0.3755,-0.5996,-0.0164,-0.0929,0.1605,0.3185,0.6463,0.5208,0.5569,0.7832,41.4522,0.8914,0.9895,0.6095,0.0004,BaSeL
374,154,9.574031,5.3792,3.3048,-1.2643,-0.3956,-0.6159,-0.0168,-0.0944,0.164,0.3244,0.6583,0.5304,0.5674,0.8037,41.415,0.9375,1.0272,0.6108,0.0004,BaSeL
375,155,9.60206,5.4043,3.2573,-1.3323,-0.4245,-0.6381,-0.0175,-0.0967,0.1695,0.3336,0.6758,0.5447,0.5828,0.8448,41.4015,0.9731,1.0472,0.5825,0.0004,BaSeL
376,156,9.628389,5.4314,3.2275,-1.3927,-0.4505,-0.6589,-0.018,-0.0989,0.1749,0.3425,0.6919,0.5582,0.5973,0.8941,41.3871,1.0109,1.0699,0.5647,0.0004,BaSeL
377,157,9.653213,5.4601,3.2123,-1.445,-0.4741,-0.678,-0.0186,-0.101,0.1802,0.3512,0.7066,0.5709,0.6109,0.9502,41.3718,1.0505,1.0948,0.5549,0.0004,BaSeL
378,158,9.676694,5.4924,3.2115,-1.4898,-0.4941,-0.6954,-0.0191,-0.103,0.1854,0.3596,0.72,0.5828,0.6235,1.0121,41.3554,1.0939,1.1243,0.5527,0.0004,BaSeL
379,159,9.69897,5.5302,3.2458,-1.5261,-0.5052,-0.7062,-0.0193,-0.1041,0.1881,0.3639,0.7271,0.5891,0.6302,1.042,41.3346,1.1388,1.1605,0.5687,0.0004,BaSeL
380,160,9.72016,5.5648,3.2884,-1.5615,-0.5133,-0.713,-0.0194,-0.1047,0.1888,0.3653,0.7305,0.5917,0.6329,1.0389,41.3236,1.1795,1.1955,0.5902,0.0004,BaSeL
381,161,9.740363,5.5988,3.3306,-1.5952,-0.521,-0.7196,-0.0195,-0.1052,0.1896,0.3666,0.7337,0.5941,0.6356,1.0356,41.3124,1.2207,1.231,0.6123,0.0004,BaSeL
382,162,9.759667,5.6323,3.3726,-1.6268,-0.5288,-0.7258,-0.0196,-0.1057,0.1903,0.368,0.7367,0.5965,0.6381,1.0322,41.3009,1.2626,1.267,0.6352,0.0004,BaSeL
383,163,9.778152,5.6653,3.4144,-1.6552,-0.5364,-0.7315,-0.0198,-0.1061,0.191,0.3693,0.7396,0.5987,0.6405,1.0286,41.2891,1.305,1.3037,0.6588,0.0004,BaSeL
384,164,9.79588,5.6977,3.456,-1.68,-0.5436,-0.7366,-0.0199,-0.1066,0.1917,0.3705,0.7421,0.6007,0.6427,1.0248,41.277,1.3475,1.3406,0.6833,0.0004,BaSeL
385,165,9.812913,5.7295,3.4977,-1.7012,-0.5501,-0.741,-0.02,-0.1069,0.1923,0.3715,0.7443,0.6025,0.6446,1.0206,41.2646,1.39,1.3781,0.7088,0.0004,BaSeL
386,166,9.829304,5.7694,3.548,-1.7139,-0.5524,-0.7436,-0.02,-0.1071,0.1926,0.3722,0.7456,0.6036,0.6458,1.0161,41.2519,1.4424,1.4272,0.7412,0.0004,BaSeL
387,167,9.845098,5.8055,3.5983,-1.7289,-0.5554,-0.7448,-0.02,-0.1071,0.1924,0.372,0.7456,0.6035,0.6456,1.0089,41.228,1.4902,1.4729,0.775,0.0004,BaSeL
388,168,9.860338,5.8334,3.6296,-1.7474,-0.5607,-0.7473,-0.0201,-0.1073,0.1926,0.3723,0.7466,0.6043,0.6465,1.007,41.2209,1.5297,1.509,0.7964,0.0004,BaSeL
389,169,9.875061,5.8613,3.6611,-1.7647,-0.5654,-0.7495,-0.0201,-0.1074,0.1928,0.3727,0.7475,0.605,0.6472,1.005,41.2136,1.5697,1.5458,0.8186,0.0004,BaSeL
390,170,9.889301,5.8891,3.6929,-1.7811,-0.5696,-0.7514,-0.0202,-0.1075,0.1929,0.3729,0.7483,0.6056,0.6479,1.0029,41.2061,1.6105,1.5835,0.8417,0.0004,BaSeL
391,171,9.90309,5.9169,3.7249,-1.7965,-0.5735,-0.7531,-0.0202,-0.1076,0.193,0.3731,0.7489,0.6061,0.6484,1.0007,41.1984,1.6522,1.6223,0.8656,0.0004,BaSeL
392,172,9.916454,5.9447,3.7572,-1.8104,-0.5768,-0.7545,-0.0202,-0.1076,0.1931,0.3732,0.7494,0.6064,0.6488,0.9983,41.1905,1.6944,1.6619,0.8904,0.0004,BaSeL
393,173,9.929419,5.9724,3.7897,-1.8229,-0.5796,-0.7556,-0.0202,-0.1077,0.1931,0.3733,0.7497,0.6067,0.649,0.9958,41.1824,1.7374,1.7026,0.9163,0.0004,BaSeL
394,174,9.942008,6.0001,3.8226,-1.8334,-0.5819,-0.7563,-0.0202,-0.1077,0.193,0.3732,0.7499,0.6067,0.6491,0.9931,41.1742,1.7809,1.7442,0.9432,0.0004,BaSeL
395,175,9.954243,6.0277,3.8558,-1.8419,-0.5835,-0.7567,-0.0202,-0.1076,0.1929,0.3731,0.7498,0.6066,0.649,0.9901,41.1657,1.825,1.7868,0.9713,0.0004,BaSeL
396,176,9.966142,6.0553,3.8895,-1.8484,-0.5845,-0.7566,-0.0202,-0.1076,0.1928,0.3728,0.7496,0.6064,0.6487,0.987,41.1571,1.8695,1.8305,1.0006,0.0004,BaSeL
397,177,9.977724,6.0827,3.9234,-1.8531,-0.5848,-0.7562,-0.0202,-0.1075,0.1925,0.3725,0.7491,0.606,0.6483,0.9836,41.1482,1.9142,1.875,1.0311,0.0004,BaSeL
398,178,9.989004,6.11,3.9578,-1.8572,-0.5847,-0.7555,-0.0202,-0.1073,0.1923,0.372,0.7485,0.6055,0.6477,0.9801,41.1392,1.9596,1.9205,1.063,0.0004,BaSeL
399,179,10.0,6.1373,3.992,-1.8596,-0.5844,-0.7544,-0.0202,-0.1072,0.192,0.3716,0.7478,0.6049,0.6471,0.9766,41.1299,2.0055,1.967,1.0958,0.0004,BaSeL
400,180,10.010724,6.1549,4.0091,-1.8621,-0.5894,-0.7546,-0.0202,-0.1072,0.1922,0.3719,0.7483,0.6054,0.6476,0.9766,41.1208,2.0363,1.9969,1.1119,0.0004,BaSeL
401,181,10.02119,6.1702,4.0209,-1.8657,-0.5955,-0.7554,-0.0203,-0.1073,0.1925,0.3726,0.7492,0.6063,0.6485,0.9782,41.1159,2.0644,2.0231,1.1228,0.0004,BaSeL
402,182,10.031408,6.1855,4.0328,-1.8692,-0.6016,-0.7561,-0.0203,-0.1074,0.1929,0.3732,0.7502,0.6072,0.6494,0.9796,41.1109,2.0928,2.0495,1.1339,0.0004,BaSeL
403,183,10.041392,6.2007,4.0448,-1.8724,-0.6075,-0.7569,-0.0204,-0.1075,0.1933,0.3738,0.7511,0.6081,0.6503,0.9811,41.1059,2.1214,2.0761,1.1452,0.0004,BaSeL
404,184,10.051152,6.2158,4.0567,-1.8755,-0.6133,-0.7576,-0.0204,-0.1076,0.1936,0.3744,0.752,0.6089,0.6512,0.9824,41.1008,2.1502,2.103,1.1567,0.0004,BaSeL
405,185,10.060698,6.2308,4.0688,-1.8783,-0.619,-0.7582,-0.0205,-0.1076,0.1939,0.375,0.7528,0.6097,0.652,0.9837,41.0957,2.1792,2.1301,1.1684,0.0004,BaSeL
406,186,10.070038,6.2457,4.0808,-1.8808,-0.6245,-0.7588,-0.0205,-0.1077,0.1942,0.3755,0.7537,0.6105,0.6528,0.9849,41.0906,2.2083,2.1574,1.1803,0.0004,BaSeL
407,187,10.079182,6.2605,4.093,-1.883,-0.63,-0.7594,-0.0206,-0.1078,0.1945,0.3761,0.7545,0.6112,0.6536,0.9861,41.0854,2.2377,2.185,1.1924,0.0004,BaSeL
408,188,10.088136,6.2753,4.1051,-1.8849,-0.6352,-0.7599,-0.0206,-0.1079,0.1948,0.3766,0.7552,0.612,0.6543,0.9872,41.0801,2.2672,2.2128,1.2047,0.0004,BaSeL
409,189,10.09691,6.29,4.1174,-1.8866,-0.6404,-0.7604,-0.0206,-0.1079,0.1951,0.3771,0.7559,0.6127,0.655,0.9883,41.0747,2.2971,2.2409,1.2172,0.0004,BaSeL
410,190,10.10551,6.3046,4.1297,-1.8878,-0.6454,-0.7608,-0.0207,-0.108,0.1954,0.3776,0.7566,0.6133,0.6557,0.9892,41.0694,2.3269,2.2691,1.2299,0.0004,BaSeL
411,191,10.113943,6.3192,4.1421,-1.8888,-0.6502,-0.7612,-0.0207,-0.108,0.1957,0.378,0.7573,0.614,0.6564,0.9901,41.0639,2.3571,2.2977,1.2429,0.0004,BaSeL
412,192,10.122216,6.3337,4.1545,-1.8894,-0.6549,-0.7615,-0.0208,-0.1081,0.1959,0.3784,0.7579,0.6146,0.657,0.991,41.0584,2.3873,2.3264,1.2561,0.0004,BaSeL
413,193,10.130334,6.3481,4.167,-1.8897,-0.6595,-0.7618,-0.0208,-0.1081,0.1961,0.3789,0.7585,0.6151,0.6576,0.9917,41.0529,2.4177,2.3554,1.2695,0.0004,BaSeL
414,194,10.138303,6.3624,4.1796,-1.8895,-0.6639,-0.762,-0.0208,-0.1081,0.1964,0.3793,0.759,0.6157,0.6581,0.9924,41.0473,2.4483,2.3848,1.2832,0.0004,BaSeL
415,195,10.146128,6.3767,4.1923,-1.8889,-0.6681,-0.7621,-0.0209,-0.1082,0.1966,0.3796,0.7595,0.6162,0.6586,0.993,41.0416,2.4791,2.4143,1.2972,0.0004,BaSeL
416,196,10.153815,6.391,4.205,-1.8878,-0.6721,-0.7621,-0.0209,-0.1082,0.1968,0.38,0.7599,0.6166,0.6591,0.9936,41.0358,2.5099,2.4441,1.3114,0.0004,BaSeL
417,197,10.161368,6.4051,4.2179,-1.8863,-0.6759,-0.7621,-0.0209,-0.1082,0.1969,0.3803,0.7603,0.6171,0.6595,0.994,41.03,2.5408,2.4741,1.326,0.0004,BaSeL
418,198,10.168792,6.4192,4.2308,-1.8843,-0.6795,-0.762,-0.0209,-0.1082,0.1971,0.3806,0.7607,0.6174,0.6599,0.9944,41.0242,2.5717,2.5044,1.3408,0.0004,BaSeL
419,199,10.176091,6.4332,4.2439,-1.882,-0.6831,-0.7618,-0.021,-0.1082,0.1973,0.3808,0.761,0.6178,0.6602,0.9947,41.0182,2.603,2.535,1.356,0.0004,BaSeL
420,200,10.18327,6.4481,4.2576,-1.879,-0.6864,-0.7615,-0.021,-0.1082,0.1974,0.3811,0.7613,0.6182,0.6606,0.995,41.0123,2.6364,2.5679,1.3721,0.0004,BaSeL
421,201,10.190331,6.4724,4.2847,-1.8741,-0.6855,-0.761,-0.021,-0.1081,0.1974,0.3811,0.7612,0.6182,0.6606,0.9937,40.9966,2.6929,2.6241,1.4057,0.0004,BaSeL
422,202,10.197281,6.4839,4.2944,-1.8693,-0.6877,-0.7621,-0.021,-0.1082,0.1977,0.3817,0.7624,0.6191,0.6615,0.9947,40.9935,2.724,2.6521,1.4183,0.0004,BaSeL
423,203,10.20412,6.4954,4.304,-1.8645,-0.6899,-0.7632,-0.0211,-0.1083,0.1981,0.3823,0.7635,0.62,0.6625,0.9958,40.9904,2.7554,2.6803,1.431,0.0004,BaSeL
424,204,10.210854,6.5068,4.3136,-1.8598,-0.6921,-0.7643,-0.0211,-0.1085,0.1984,0.3829,0.7646,0.621,0.6635,0.9968,40.9872,2.7871,2.7087,1.4437,0.0004,BaSeL
425,205,10.217484,6.5182,4.3231,-1.8551,-0.6942,-0.7655,-0.0212,-0.1086,0.1988,0.3835,0.7658,0.6219,0.6646,0.9978,40.9841,2.8192,2.7374,1.4565,0.0004,BaSeL
426,206,10.224015,6.5296,4.3327,-1.8504,-0.6964,-0.7666,-0.0212,-0.1087,0.1992,0.3842,0.7669,0.6229,0.6656,0.9988,40.9809,2.8517,2.7664,1.4694,0.0004,BaSeL
427,207,10.230449,6.5409,4.3421,-1.8457,-0.6985,-0.7678,-0.0213,-0.1088,0.1995,0.3848,0.768,0.6239,0.6666,0.9999,40.9777,2.8844,2.7954,1.4823,0.0004,BaSeL
428,208,10.236789,6.5522,4.3516,-1.8411,-0.7006,-0.769,-0.0213,-0.1089,0.1999,0.3854,0.7692,0.6248,0.6676,1.0009,40.9745,2.9174,2.8247,1.4953,0.0004,BaSeL
429,209,10.243038,6.5635,4.361,-1.8365,-0.7027,-0.7703,-0.0214,-0.109,0.2003,0.386,0.7704,0.6258,0.6686,1.0019,40.9712,2.9508,2.8543,1.5084,0.0004,BaSeL
430,210,10.249198,6.5747,4.3704,-1.8319,-0.7047,-0.7715,-0.0215,-0.1092,0.2006,0.3867,0.7715,0.6268,0.6697,1.003,40.968,2.9846,2.884,1.5216,0.0004,BaSeL
431,211,10.255273,6.5859,4.3798,-1.8273,-0.7068,-0.7728,-0.0215,-0.1093,0.201,0.3873,0.7727,0.6277,0.6707,1.004,40.9647,3.0187,2.9141,1.5348,0.0004,BaSeL
432,212,10.261263,6.5971,4.3891,-1.8227,-0.7088,-0.7741,-0.0216,-0.1094,0.2014,0.3879,0.7739,0.6287,0.6718,1.0051,40.9614,3.0531,2.9443,1.5481,0.0004,BaSeL
433,213,10.267172,6.6082,4.3984,-1.8182,-0.7108,-0.7754,-0.0216,-0.1095,0.2017,0.3886,0.7751,0.6297,0.6728,1.0061,40.9581,3.0879,2.9747,1.5614,0.0004,BaSeL
434,214,10.273002,6.6194,4.4077,-1.8137,-0.7128,-0.7767,-0.0217,-0.1097,0.2021,0.3892,0.7763,0.6307,0.6739,1.0072,40.9547,3.1232,3.0055,1.5749,0.0004,BaSeL
435,215,10.278753,6.6305,4.417,-1.8091,-0.7148,-0.7781,-0.0217,-0.1098,0.2025,0.3899,0.7775,0.6317,0.675,1.0083,40.9514,3.1588,3.0365,1.5884,0.0004,BaSeL
436,216,10.284431,6.6416,4.4262,-1.8046,-0.7168,-0.7795,-0.0218,-0.1099,0.2029,0.3905,0.7787,0.6327,0.676,1.0093,40.948,3.1948,3.0677,1.602,0.0004,BaSeL
437,217,10.290034,6.6526,4.4354,-1.8001,-0.7187,-0.7809,-0.0218,-0.11,0.2033,0.3912,0.78,0.6338,0.6771,1.0104,40.9446,3.2312,3.0992,1.6157,0.0004,BaSeL
438,218,10.295568,6.6636,4.4446,-1.7956,-0.7206,-0.7823,-0.0219,-0.1102,0.2036,0.3918,0.7812,0.6348,0.6782,1.0115,40.9411,3.2679,3.1308,1.6295,0.0004,BaSeL
439,219,10.30103,6.6747,4.4538,-1.7911,-0.7225,-0.7838,-0.0219,-0.1103,0.204,0.3925,0.7824,0.6358,0.6793,1.0126,40.9377,3.3051,3.1628,1.6433,0.0004,BaSeL
440,0,5.0,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
441,1,5.149989,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
442,2,5.200002,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
443,3,5.250005,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
444,4,5.300008,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
445,5,5.349996,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
446,6,5.400002,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
447,7,5.450003,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
448,8,5.500003,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
449,9,5.550008,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
450,10,5.600003,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
451,11,5.650006,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
452,12,5.700002,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
453,13,5.749999,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
454,14,5.800002,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
455,15,5.850003,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
456,16,5.900001,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
457,17,5.950005,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
458,18,6.0,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
459,19,6.019988,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
460,20,6.040009,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
461,21,6.060018,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
462,22,6.080013,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
463,23,6.099991,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
464,24,6.120014,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
465,25,6.140005,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
466,26,6.159988,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
467,27,6.180011,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
468,28,6.200002,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
469,29,6.220004,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
470,30,6.24,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
471,31,6.26,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
472,32,6.280009,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
473,33,6.300008,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
474,34,6.320001,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
475,35,6.340008,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
476,36,6.360006,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
477,37,6.379994,1.3895,2.1217,3.057,1.9671,0.2768,-0.0029,0.0508,-0.0224,-0.0875,0.1266,-0.0386,0.0015,-0.262,46.6469,0.0181,0.0432,0.3409,0.004,BaSeL
478,38,6.400002,0.9845,1.7401,3.1406,2.0377,0.3057,-0.0033,0.0556,-0.0259,-0.0982,0.1051,-0.0547,-0.0161,-0.2825,46.5664,0.0121,0.0297,0.2393,0.004,BaSeL
479,39,6.420005,0.905,1.5154,3.087,1.9839,0.2834,-0.0038,0.0507,-0.02,-0.0827,0.1177,-0.0342,0.0027,-0.2356,46.5681,0.0114,0.0275,0.1941,0.004,BaSeL
480,40,6.439995,0.6941,1.0371,2.9364,1.8421,0.2289,-0.0044,0.0397,-0.0074,-0.05,0.1477,0.0093,0.0435,-0.1409,46.5658,0.0099,0.0226,0.1246,0.004,BaSeL
481,41,6.459995,0.4308,0.5666,2.723,1.646,0.1656,-0.005,0.0273,0.0055,-0.0164,0.1769,0.0529,0.0843,-0.05,46.5715,0.0082,0.0177,0.0806,0.004,BaSeL
