,index,log-age-yr,Vmag,Kmag,V-F220W,V-F250W,V-F330W,V-F410W,V-F435W,V-F475W,V-F555W,V-F606W,V-F625W,V-F775W,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
4356,176,9.966142,7.1857,3.7803,-3.9784,-3.1233,-1.6778,-1.6024,-1.1664,-0.6511,-0.0915,0.2542,0.5278,1.2222,1.3934,41.1202,7.4502,5.2376,0.9141,0.05,stelib
4357,177,9.977724,7.2077,3.7955,-3.9742,-3.1364,-1.6895,-1.609,-1.1701,-0.6529,-0.0918,0.255,0.5291,1.2253,1.3969,41.1155,7.6197,5.3413,0.9263,0.05,stelib
4358,178,9.989004,7.2297,3.8106,-3.97,-3.1499,-1.7015,-1.6157,-1.1738,-0.6548,-0.0921,0.2557,0.5304,1.2284,1.4005,41.1107,7.7925,5.4465,0.9386,0.05,stelib
4359,179,10.0,7.2515,3.8257,-3.9661,-3.1636,-1.7136,-1.6225,-1.1775,-0.6566,-0.0923,0.2564,0.5317,1.2314,1.404,41.1059,7.9682,5.553,0.9511,0.05,stelib
4360,180,10.010724,7.273,3.8407,-3.9624,-3.1775,-1.7258,-1.6292,-1.1812,-0.6584,-0.0926,0.2572,0.533,1.2344,1.4074,41.1011,8.1459,5.6604,0.9637,0.05,stelib
4361,181,10.02119,7.2942,3.8557,-3.9589,-3.1916,-1.7381,-1.636,-1.1849,-0.6602,-0.0928,0.2579,0.5342,1.2373,1.4108,41.0961,8.3255,5.7686,0.9764,0.05,stelib
4362,182,10.031408,7.3154,3.8706,-3.9555,-3.2058,-1.7504,-1.6427,-1.1885,-0.662,-0.0931,0.2586,0.5355,1.2402,1.4141,41.0912,8.5081,5.8782,0.9893,0.05,stelib
4363,183,10.041392,7.3364,3.8855,-3.9523,-3.22,-1.7627,-1.6494,-1.1921,-0.6638,-0.0933,0.2593,0.5367,1.243,1.4174,41.0862,8.6931,5.9891,1.0023,0.05,stelib
4364,184,10.051152,7.3571,3.9003,-3.9493,-3.2342,-1.7749,-1.6561,-1.1956,-0.6655,-0.0936,0.26,0.5379,1.2458,1.4205,41.0811,8.88,6.1009,1.0155,0.05,stelib
4365,185,10.060698,7.3776,3.9151,-3.9465,-3.2483,-1.787,-1.6626,-1.199,-0.6672,-0.0938,0.2607,0.5391,1.2485,1.4236,41.076,9.0679,6.2132,1.0288,0.05,stelib
4366,186,10.070038,7.3979,3.9299,-3.9439,-3.2624,-1.7991,-1.669,-1.2024,-0.6688,-0.0941,0.2613,0.5403,1.2511,1.4266,41.0708,9.2583,6.3268,1.0423,0.05,stelib
4367,187,10.079182,7.418,3.9447,-3.9414,-3.2762,-1.811,-1.6753,-1.2057,-0.6704,-0.0943,0.262,0.5414,1.2537,1.4295,41.0655,9.4504,6.4413,1.056,0.05,stelib
4368,188,10.088136,7.4377,3.9594,-3.9393,-3.29,-1.8228,-1.6815,-1.2089,-0.672,-0.0945,0.2626,0.5425,1.2561,1.4323,41.0601,9.643,6.5561,1.0698,0.05,stelib
4369,189,10.09691,7.4573,3.9741,-3.9373,-3.3033,-1.8341,-1.6874,-1.2119,-0.6735,-0.0947,0.2632,0.5436,1.2585,1.4349,41.0547,9.8362,6.6715,1.0838,0.05,stelib
4370,190,10.10551,7.4766,3.9888,-3.9352,-3.3161,-1.845,-1.693,-1.2148,-0.6749,-0.0949,0.2638,0.5446,1.2607,1.4375,41.0493,10.03,6.7876,1.098,0.05,stelib
4371,191,10.113943,7.4958,4.0035,-3.9331,-3.3282,-1.8554,-1.6984,-1.2174,-0.6762,-0.0951,0.2644,0.5456,1.2629,1.4399,41.0438,10.2247,6.9047,1.1123,0.05,stelib
4372,192,10.122216,7.5146,4.0182,-3.9312,-3.3397,-1.8652,-1.7034,-1.2199,-0.6774,-0.0953,0.2649,0.5466,1.2649,1.4422,41.0383,10.4184,7.0218,1.1269,0.05,stelib
4373,193,10.130334,7.5331,4.0328,-3.9293,-3.3503,-1.8744,-1.708,-1.2221,-0.6785,-0.0954,0.2655,0.5474,1.2668,1.4443,41.0328,10.6113,7.139,1.1416,0.05,stelib
4374,194,10.138303,7.5514,4.0475,-3.9274,-3.3601,-1.8829,-1.7123,-1.2242,-0.6796,-0.0956,0.2659,0.5483,1.2686,1.4463,41.0273,10.804,7.2567,1.1566,0.05,stelib
4375,195,10.146128,7.5695,4.0622,-3.9256,-3.3692,-1.8908,-1.7162,-1.226,-0.6805,-0.0957,0.2664,0.5491,1.2703,1.4482,41.0217,10.9965,7.3749,1.1717,0.05,stelib
4376,196,10.153815,7.5872,4.0768,-3.9241,-3.3777,-1.8982,-1.7199,-1.2277,-0.6814,-0.0959,0.2668,0.5498,1.2718,1.4499,41.016,11.1871,7.4926,1.1871,0.05,stelib
4377,197,10.161368,7.6047,4.0915,-3.9228,-3.3857,-1.9052,-1.7233,-1.2292,-0.6822,-0.096,0.2672,0.5505,1.2732,1.4515,41.0102,11.3777,7.6107,1.2026,0.05,stelib
4378,198,10.168792,7.622,4.1061,-3.9217,-3.3931,-1.9117,-1.7265,-1.2306,-0.6829,-0.0961,0.2676,0.5512,1.2746,1.4529,41.0044,11.568,7.7292,1.2184,0.05,stelib
4379,199,10.176091,7.639,4.1207,-3.921,-3.4001,-1.9178,-1.7294,-1.2319,-0.6836,-0.0962,0.268,0.5518,1.2758,1.4543,40.9984,11.7574,7.8475,1.2343,0.05,stelib
4380,200,10.18327,7.6557,4.1353,-3.9208,-3.4071,-1.9237,-1.7323,-1.2331,-0.6842,-0.0963,0.2683,0.5524,1.2769,1.4555,40.9923,11.9464,7.9659,1.2505,0.05,stelib
4381,201,10.190331,7.6723,4.1499,-3.921,-3.4139,-1.9294,-1.735,-1.2342,-0.6848,-0.0964,0.2687,0.5529,1.2779,1.4566,40.986,12.1354,8.0844,1.2668,0.05,stelib
4382,202,10.197281,7.6886,4.1645,-3.9216,-3.4206,-1.935,-1.7376,-1.2353,-0.6853,-0.0965,0.269,0.5535,1.2789,1.4576,40.9796,12.3246,8.2032,1.2834,0.05,stelib
4383,203,10.20412,7.7046,4.1791,-3.9226,-3.4274,-1.9405,-1.7402,-1.2362,-0.6859,-0.0965,0.2693,0.554,1.2797,1.4585,40.9731,12.5132,8.3217,1.3002,0.05,stelib
4384,204,10.210854,7.7205,4.1937,-3.924,-3.4344,-1.9459,-1.7427,-1.2372,-0.6864,-0.0966,0.2696,0.5545,1.2805,1.4592,40.9665,12.702,8.4404,1.3172,0.05,stelib
4385,205,10.217484,7.7362,4.2082,-3.9256,-3.4417,-1.9517,-1.7454,-1.2383,-0.687,-0.0967,0.2699,0.5551,1.2813,1.4601,40.9599,12.8934,8.56,1.3344,0.05,stelib
4386,206,10.224015,7.7514,4.2225,-3.9278,-3.4494,-1.9576,-1.7482,-1.2393,-0.6876,-0.0968,0.2703,0.5557,1.2821,1.4608,40.9532,13.082,8.6771,1.3515,0.05,stelib
4387,207,10.230449,7.7648,4.236,-3.9314,-3.4582,-1.964,-1.7512,-1.2404,-0.6882,-0.0969,0.2706,0.5563,1.2827,1.4613,40.9466,13.2512,8.7812,1.3679,0.05,stelib
4388,208,10.236789,7.7661,4.2161,-3.943,-3.4753,-1.9769,-1.7583,-1.2445,-0.6903,-0.0972,0.2716,0.5579,1.2884,1.4684,40.9411,13.3056,8.7883,1.3425,0.05,stelib
4389,209,10.243038,7.7622,4.2064,-3.9001,-3.4676,-1.9888,-1.7655,-1.2488,-0.6923,-0.0975,0.2723,0.5592,1.2919,1.4725,40.9635,13.2974,8.7537,1.3301,0.05,stelib
4390,210,10.249198,7.774,4.2141,-3.8943,-3.4721,-1.9953,-1.7689,-1.2505,-0.6932,-0.0977,0.2728,0.5599,1.2944,1.4755,40.9617,13.4548,8.8452,1.339,0.05,stelib
4391,211,10.255273,7.7856,4.2218,-3.889,-3.4767,-2.0017,-1.7724,-1.2521,-0.694,-0.0978,0.2732,0.5606,1.297,1.4785,40.9599,13.6128,8.9371,1.348,0.05,stelib
4392,212,10.261263,7.7972,4.2296,-3.8839,-3.4812,-2.0081,-1.7757,-1.2538,-0.6948,-0.0979,0.2737,0.5613,1.2995,1.4815,40.958,13.7721,9.0295,1.3571,0.05,stelib
4393,213,10.267172,7.8087,4.2374,-3.8788,-3.4857,-2.0144,-1.7791,-1.2554,-0.6956,-0.0981,0.2741,0.562,1.3019,1.4844,40.9561,13.9317,9.1222,1.3664,0.05,stelib
4394,214,10.273002,7.8201,4.2451,-3.8739,-3.4901,-2.0206,-1.7824,-1.257,-0.6964,-0.0982,0.2745,0.5627,1.3043,1.4872,40.9542,14.0919,9.2151,1.3757,0.05,stelib
4395,215,10.278753,7.8314,4.253,-3.869,-3.4944,-2.0267,-1.7857,-1.2586,-0.6972,-0.0983,0.275,0.5634,1.3066,1.49,40.9523,14.2534,9.3087,1.3851,0.05,stelib
4396,216,10.284431,7.8427,4.2608,-3.8642,-3.4986,-2.0327,-1.7888,-1.2601,-0.698,-0.0985,0.2754,0.5641,1.3089,1.4927,40.9503,14.4151,9.4025,1.3947,0.05,stelib
4397,217,10.290034,7.8539,4.2687,-3.8596,-3.5027,-2.0387,-1.792,-1.2616,-0.6988,-0.0986,0.2758,0.5647,1.3111,1.4953,40.9483,14.5775,9.4966,1.4043,0.05,stelib
4398,218,10.295568,7.8651,4.2766,-3.855,-3.5068,-2.0445,-1.7951,-1.2632,-0.6995,-0.0987,0.2762,0.5654,1.3133,1.4979,40.9463,14.7411,9.5915,1.4141,0.05,stelib
4399,219,10.30103,7.8762,4.2846,-3.8506,-3.5107,-2.0503,-1.7982,-1.2646,-0.7003,-0.0988,0.2766,0.566,1.3154,1.5005,40.9442,14.9051,9.6865,1.424,0.05,stelib
4400,0,5.0,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4401,1,5.149989,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4402,2,5.200002,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4403,3,5.250005,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4404,4,5.300008,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4405,5,5.349996,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4406,6,5.400002,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4407,7,5.450003,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4408,8,5.500003,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4409,9,5.550008,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4410,10,5.600003,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4411,11,5.650006,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4412,12,5.700002,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4413,13,5.749999,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4414,14,5.800002,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4415,15,5.850003,2.4211,2.7261,2.2767,1.9672,1.4968,0.4165,0.2484,0.123,0.0235,-0.0022,-0.04,-0.0728,-0.1122,43.4031,0.0511,0.1118,0.5949,0.1,stelib
4416,16,5.900001,2.4138,2.7211,2.2829,1.972,1.4998,0.4175,0.2489,0.1233,0.0235,-0.0023,-0.0402,-0.0736,-0.1132,43.4388,0.0508,0.1111,0.5922,0.1,stelib
4417,17,5.950005,2.4108,2.7191,2.2844,1.9735,1.5009,0.418,0.2493,0.1235,0.0235,-0.0023,-0.0403,-0.0739,-0.1135,43.4367,0.0506,0.1107,0.5911,0.1,stelib
4418,18,6.0,2.4092,2.7182,2.2829,1.9732,1.5014,0.4185,0.2496,0.1237,0.0236,-0.0024,-0.0405,-0.0739,-0.1135,43.4077,0.0505,0.1106,0.5906,0.1,stelib
4419,19,6.019988,2.409,2.7181,2.2814,1.9726,1.5013,0.4186,0.2498,0.1238,0.0236,-0.0024,-0.0405,-0.0738,-0.1135,43.3869,0.0505,0.1106,0.5906,0.1,stelib
4420,20,6.040009,2.409,2.7183,2.2794,1.9716,1.5011,0.4188,0.2499,0.1239,0.0236,-0.0024,-0.0406,-0.0737,-0.1134,43.3592,0.0505,0.1106,0.5907,0.1,stelib
4421,21,6.060018,2.4093,2.7186,2.2778,1.9708,1.5009,0.4188,0.25,0.124,0.0236,-0.0024,-0.0407,-0.0735,-0.1132,43.3393,0.0505,0.1106,0.5908,0.1,stelib
4422,22,6.080013,2.4096,2.7189,2.2767,1.9702,1.5007,0.4188,0.2501,0.124,0.0236,-0.0024,-0.0407,-0.0734,-0.1131,43.3255,0.0505,0.1106,0.591,0.1,stelib
4423,23,6.099991,2.4073,2.7167,2.2851,1.9747,1.5023,0.4186,0.2497,0.1236,0.0236,-0.0023,-0.0404,-0.0741,-0.1138,43.4387,0.0504,0.1104,0.5898,0.1,stelib
4424,24,6.120014,2.4056,2.7155,2.287,1.976,1.503,0.4188,0.2497,0.1237,0.0236,-0.0023,-0.0404,-0.0743,-0.114,43.4511,0.0504,0.1102,0.5891,0.1,stelib
4425,25,6.140005,2.4042,2.7145,2.2886,1.9771,1.5037,0.4189,0.2498,0.1237,0.0236,-0.0024,-0.0405,-0.0745,-0.1142,43.4608,0.0503,0.1101,0.5886,0.1,stelib
4426,26,6.159988,2.4029,2.7136,2.2898,1.9779,1.5042,0.4191,0.2499,0.1237,0.0236,-0.0024,-0.0405,-0.0747,-0.1144,43.4677,0.0502,0.1099,0.5881,0.1,stelib
4427,27,6.180011,2.4018,2.7128,2.2906,1.9786,1.5046,0.4192,0.25,0.1238,0.0236,-0.0024,-0.0405,-0.0748,-0.1145,43.4721,0.0502,0.1098,0.5877,0.1,stelib
4428,28,6.200002,2.4007,2.7121,2.2912,1.9791,1.505,0.4194,0.2501,0.1238,0.0236,-0.0024,-0.0405,-0.0749,-0.1146,43.4738,0.0501,0.1097,0.5872,0.1,stelib
4429,29,6.220004,2.3999,2.7115,2.2912,1.9793,1.5053,0.4195,0.2502,0.1239,0.0236,-0.0024,-0.0406,-0.0749,-0.1147,43.4713,0.0501,0.1096,0.587,0.1,stelib
4430,30,6.24,2.4005,2.7121,2.2872,1.9773,1.505,0.4196,0.2503,0.124,0.0236,-0.0024,-0.0407,-0.0746,-0.1144,43.4374,0.0501,0.1097,0.5872,0.1,stelib
4431,31,6.26,2.4003,2.712,2.286,1.9767,1.505,0.4198,0.2504,0.1241,0.0236,-0.0024,-0.0407,-0.0745,-0.1144,43.4228,0.0501,0.1097,0.5872,0.1,stelib
4432,32,6.280009,2.3959,2.7091,2.2901,1.9798,1.5068,0.4204,0.2508,0.1242,0.0237,-0.0025,-0.0408,-0.0751,-0.115,43.4424,0.0499,0.1092,0.5856,0.1,stelib
4433,33,6.300008,2.3922,2.7065,2.2935,1.9823,1.5083,0.421,0.2511,0.1244,0.0237,-0.0025,-0.0409,-0.0756,-0.1156,43.4576,0.0497,0.1089,0.5843,0.1,stelib
4434,34,6.320001,2.389,2.7044,2.2962,1.9843,1.5096,0.4214,0.2514,0.1245,0.0237,-0.0025,-0.041,-0.076,-0.116,43.4686,0.0495,0.1085,0.5831,0.1,stelib
4435,35,6.340008,2.3848,2.7016,2.2977,1.9861,1.5112,0.4221,0.2519,0.1247,0.0237,-0.0026,-0.0412,-0.0764,-0.1165,43.4649,0.0493,0.1081,0.5816,0.1,stelib
4436,36,6.360006,2.3831,2.7004,2.2984,1.9868,1.5119,0.4224,0.2521,0.1248,0.0238,-0.0026,-0.0412,-0.0765,-0.1167,43.4652,0.0492,0.108,0.581,0.1,stelib
4437,37,6.379994,2.3819,2.6996,2.2984,1.9871,1.5123,0.4227,0.2522,0.1249,0.0238,-0.0026,-0.0413,-0.0766,-0.1167,43.4606,0.0492,0.1078,0.5806,0.1,stelib
4438,38,6.400002,2.3812,2.6992,2.2976,1.9869,1.5125,0.4228,0.2523,0.125,0.0238,-0.0026,-0.0414,-0.0766,-0.1167,43.4506,0.0489,0.1072,0.577,0.1,stelib
4439,39,6.420005,2.3763,2.6958,2.2999,1.9891,1.5144,0.4236,0.2528,0.1252,0.0238,-0.0027,-0.0415,-0.077,-0.1173,43.4514,0.0484,0.1061,0.572,0.1,stelib
4440,40,6.439995,2.3732,2.6937,2.302,1.9908,1.5156,0.424,0.2531,0.1254,0.0239,-0.0027,-0.0416,-0.0773,-0.1176,43.4607,0.0479,0.1052,0.5676,0.1,stelib
4441,41,6.459995,2.3692,2.6911,2.3046,1.993,1.5171,0.4246,0.2535,0.1255,0.0239,-0.0027,-0.0417,-0.0778,-0.1182,43.4676,0.0475,0.1042,0.563,0.1,stelib
4442,42,6.480007,2.366,2.6889,2.3062,1.9945,1.5183,0.4252,0.2538,0.1257,0.0239,-0.0028,-0.0418,-0.0781,-0.1185,43.4695,0.047,0.1033,0.5586,0.1,stelib
4443,43,6.500003,2.3598,2.6848,2.308,1.9968,1.5206,0.4262,0.2545,0.1261,0.024,-0.0028,-0.0421,-0.0786,-0.1192,43.4576,0.0465,0.1021,0.5533,0.1,stelib
4444,44,6.519999,2.3572,2.6831,2.3086,1.9977,1.5216,0.4267,0.2548,0.1262,0.024,-0.0029,-0.0422,-0.0788,-0.1195,43.4528,0.0461,0.1012,0.5491,0.1,stelib
4445,45,6.540004,2.3533,2.6804,2.311,1.9997,1.523,0.4272,0.2551,0.1264,0.024,-0.0029,-0.0423,-0.0792,-0.1199,43.4616,0.0456,0.1003,0.5445,0.1,stelib
4446,46,6.560002,2.3467,2.6759,2.3137,2.0023,1.5252,0.4281,0.2557,0.1267,0.0241,-0.003,-0.0425,-0.0798,-0.1206,43.464,0.0451,0.0991,0.539,0.1,stelib
4447,47,6.580001,2.3438,2.6741,2.315,2.0038,1.5268,0.4288,0.2561,0.1269,0.0241,-0.003,-0.0426,-0.0801,-0.121,43.4625,0.0447,0.0982,0.535,0.1,stelib
4448,48,6.600003,2.3412,2.6726,2.316,2.0053,1.5284,0.4295,0.2566,0.1271,0.0241,-0.0031,-0.0428,-0.0804,-0.1214,43.4566,0.0443,0.0974,0.531,0.1,stelib
4449,49,6.620001,2.332,2.666,2.3198,2.0086,1.5308,0.4306,0.2572,0.1275,0.0242,-0.0031,-0.043,-0.0812,-0.1223,43.4679,0.0436,0.096,0.5246,0.1,stelib
4450,50,6.640004,2.3266,2.6621,2.3215,2.0103,1.5321,0.4311,0.2576,0.1276,0.0242,-0.0032,-0.0432,-0.0816,-0.1228,43.4725,0.0431,0.0949,0.5195,0.1,stelib
4451,51,6.660002,2.3192,2.6568,2.3239,2.0128,1.5344,0.4321,0.2583,0.128,0.0243,-0.0033,-0.0434,-0.0822,-0.1235,43.4743,0.0426,0.0937,0.5139,0.1,stelib
4452,52,6.68,2.3118,2.6517,2.3268,2.0157,1.5368,0.4332,0.2589,0.1283,0.0243,-0.0033,-0.0436,-0.0828,-0.1243,43.4773,0.042,0.0925,0.5083,0.1,stelib
4453,53,6.700002,2.3046,2.6467,2.3304,2.019,1.5395,0.4343,0.2596,0.1287,0.0244,-0.0034,-0.0439,-0.0835,-0.1251,43.4856,0.0414,0.0913,0.5028,0.1,stelib
4454,54,6.720002,2.2959,2.6409,2.3339,2.0227,1.5428,0.4357,0.2606,0.1291,0.0245,-0.0035,-0.0442,-0.0843,-0.1261,43.4878,0.0408,0.09,0.497,0.1,stelib
4455,55,6.739999,2.288,2.6358,2.3375,2.0267,1.5466,0.4373,0.2616,0.1296,0.0245,-0.0036,-0.0445,-0.0851,-0.1271,43.4875,0.0402,0.0888,0.4916,0.1,stelib
4456,56,6.76,2.2777,2.6285,2.3414,2.0305,1.5497,0.4388,0.2625,0.1301,0.0246,-0.0037,-0.0449,-0.086,-0.1281,43.4922,0.0396,0.0874,0.4853,0.1,stelib
4457,57,6.78,2.2678,2.6211,2.3432,2.0325,1.5515,0.4397,0.2631,0.1305,0.0247,-0.0038,-0.0451,-0.0867,-0.1289,43.4918,0.0389,0.0861,0.4789,0.1,stelib
4458,58,6.800002,2.2551,2.6114,2.3451,2.0346,1.5532,0.4407,0.2638,0.1309,0.0247,-0.0039,-0.0454,-0.0875,-0.1299,43.4917,0.0382,0.0845,0.4716,0.1,stelib
4459,59,6.819998,2.2414,2.6007,2.3459,2.0358,1.5542,0.4414,0.2644,0.1312,0.0248,-0.004,-0.0457,-0.0883,-0.1308,43.4897,0.0375,0.0829,0.464,0.1,stelib
4460,60,6.839999,2.2274,2.5904,2.3489,2.0392,1.5573,0.4429,0.2655,0.1318,0.0249,-0.0041,-0.0461,-0.0893,-0.132,43.4862,0.0367,0.0814,0.4566,0.1,stelib
4461,61,6.860003,2.2152,2.5832,2.3568,2.0476,1.5652,0.4462,0.2675,0.1328,0.025,-0.0043,-0.0467,-0.0908,-0.1338,43.4798,0.036,0.0799,0.4506,0.1,stelib
4462,62,6.880002,2.199,2.5724,2.3638,2.0552,1.5721,0.4493,0.2694,0.1337,0.0252,-0.0045,-0.0474,-0.0923,-0.1357,43.4757,0.0352,0.0782,0.4433,0.1,stelib
4463,63,6.900001,2.1817,2.5605,2.3696,2.0618,1.5784,0.4522,0.2713,0.1347,0.0254,-0.0047,-0.0481,-0.0937,-0.1375,43.4682,0.0344,0.0765,0.4356,0.1,stelib
4464,64,6.919998,2.1611,2.5459,2.3747,2.0679,1.5845,0.4552,0.2733,0.1358,0.0255,-0.0049,-0.0488,-0.0953,-0.1395,43.4558,0.0335,0.0745,0.4269,0.1,stelib
4465,65,6.939998,2.1385,2.5296,2.379,2.0737,1.5904,0.4582,0.2753,0.1369,0.0257,-0.0052,-0.0496,-0.0969,-0.1414,43.44,0.0325,0.0725,0.4177,0.1,stelib
4466,66,6.96,2.1131,2.5104,2.3823,2.0784,1.5953,0.4609,0.2772,0.1379,0.0259,-0.0054,-0.0503,-0.0983,-0.1433,43.424,0.0315,0.0704,0.4076,0.1,stelib
4467,67,6.979999,2.0835,2.4879,2.3852,2.0833,1.6006,0.4638,0.2792,0.139,0.026,-0.0057,-0.0511,-0.1,-0.1454,43.4037,0.0304,0.068,0.3965,0.1,stelib
4468,68,7.0,2.053,2.4657,2.3912,2.0916,1.6095,0.4679,0.2819,0.1404,0.0263,-0.0059,-0.0521,-0.1019,-0.1479,43.3772,0.0293,0.0657,0.3859,0.1,stelib
4469,69,7.019988,2.0172,2.4391,2.3981,2.1008,1.6191,0.4723,0.2848,0.1419,0.0265,-0.0063,-0.0532,-0.1042,-0.1509,43.3579,0.0281,0.0631,0.374,0.1,stelib
4470,70,7.040009,1.9847,-0.931,2.3522,2.0587,1.583,0.444,0.2605,0.1251,0.0226,0.0059,-0.0256,0.1013,0.1966,43.3247,0.0276,0.0608,0.0167,0.1,stelib
4471,71,7.060018,1.9443,-1.6898,2.2927,2.0039,1.5354,0.4051,0.2269,0.1018,0.0171,0.0234,0.0129,0.3555,0.5603,43.2607,0.0272,0.0582,0.0082,0.1,stelib
4472,72,7.080013,1.9588,-1.9077,2.2561,1.9723,1.5112,0.389,0.214,0.0934,0.0152,0.0289,0.0251,0.4233,0.6549,43.1774,0.0277,0.0586,0.0067,0.1,stelib
4473,73,7.099991,1.9998,-1.8907,2.2292,1.9504,1.497,0.3825,0.2098,0.0913,0.0149,0.0295,0.0266,0.4284,0.6615,43.0809,0.0287,0.0606,0.0068,0.1,stelib
4474,74,7.119981,2.0439,-1.8681,2.2028,1.9293,1.4839,0.3767,0.206,0.0894,0.0147,0.03,0.028,0.432,0.6663,42.9747,0.0299,0.063,0.0069,0.1,stelib
4475,75,7.140005,2.0898,-1.8406,2.1742,1.906,1.4692,0.3705,0.2021,0.0876,0.0144,0.0304,0.029,0.4337,0.6684,42.8569,0.0312,0.0655,0.0071,0.1,stelib
4476,76,7.159988,2.1359,-1.8081,2.1434,1.8806,1.4525,0.3639,0.1982,0.0858,0.0142,0.0305,0.0297,0.4323,0.6668,42.7295,0.0326,0.0682,0.0072,0.1,stelib
4477,77,7.180011,2.183,-1.7692,2.1109,1.8532,1.434,0.357,0.1942,0.0841,0.014,0.0303,0.0298,0.4274,0.6607,42.5927,0.034,0.071,0.0075,0.1,stelib
4478,78,7.200002,2.2331,-1.7208,2.0814,1.8285,1.4177,0.3514,0.1913,0.083,0.0139,0.0299,0.0292,0.4184,0.6493,42.4539,0.0356,0.0742,0.0078,0.1,stelib
4479,79,7.220004,2.286,-1.6321,2.058,1.8091,1.4058,0.3494,0.1913,0.084,0.0143,0.028,0.0257,0.3932,0.6164,42.3431,0.0373,0.0776,0.0085,0.1,stelib
4480,80,7.24,2.3324,-1.5059,2.0364,1.7912,1.395,0.3487,0.1926,0.0858,0.0148,0.0254,0.0206,0.3564,0.5656,42.2637,0.0387,0.0808,0.0095,0.1,stelib
4481,81,7.26,2.3744,-1.3592,2.0105,1.7691,1.3803,0.3453,0.1916,0.0859,0.015,0.0239,0.018,0.3338,0.5307,42.1797,0.0402,0.0838,0.0108,0.1,stelib
4482,82,7.280009,2.4028,-1.3215,1.9773,1.7397,1.3585,0.3363,0.1857,0.0828,0.0144,0.025,0.0209,0.3453,0.5445,42.0952,0.0413,0.0857,0.0112,0.1,stelib
4483,83,7.300008,2.431,-1.279,1.9396,1.7058,1.3327,0.3261,0.1792,0.0794,0.0137,0.0261,0.0238,0.3566,0.5577,42.0047,0.0425,0.0877,0.0116,0.1,stelib
4484,84,7.320001,2.459,-1.2303,1.8983,1.6684,1.3036,0.315,0.1724,0.0759,0.0129,0.0271,0.0267,0.3674,0.5702,41.9107,0.0437,0.0898,0.0121,0.1,stelib
4485,85,7.340008,2.4839,-1.1753,1.8535,1.6272,1.2703,0.3027,0.1651,0.0722,0.0122,0.028,0.0295,0.3769,0.5807,41.8167,0.0448,0.0916,0.0127,0.1,stelib
4486,86,7.360006,2.5072,-1.0868,1.8101,1.5873,1.2383,0.2929,0.16,0.0701,0.0118,0.0281,0.0304,0.3769,0.5779,41.7305,0.0458,0.0933,0.0137,0.1,stelib
